sync_index,object_id,keypoint_id,x_coord,y_coord,z_coord,frame_time
850,0,22,-0.296365,-0.009501,1.176528,27.314073
850,0,23,-0.262259,-0.010510,1.180575,27.314073
855,0,0,-0.436716,-0.099386,1.175704,27.474744
855,0,1,-0.403511,-0.100955,1.179779,27.474744
855,0,2,-0.370032,-0.102534,1.184266,27.474744
855,0,3,-0.336279,-0.103999,1.189068,27.474744
855,0,4,-0.303040,-0.105158,1.193995,27.474744
855,0,5,-0.269343,-0.107343,1.198481,27.474744
855,0,6,-0.435021,-0.065508,1.174697,27.474744
855,0,7,-0.401457,-0.067426,1.180048,27.474744
855,0,8,-0.368182,-0.068652,1.183923,27.474744
855,0,9,-0.334492,-0.070364,1.188369,27.474744
855,0,10,-0.301196,-0.071839,1.192462,27.474744
855,0,11,-0.267472,-0.073177,1.198130,27.474744
855,0,12,-0.433273,-0.031848,1.174889,27.474744
855,0,13,-0.399921,-0.033457,1.178511,27.474744
855,0,15,-0.333030,-0.036450,1.187974,27.474744
855,0,16,-0.299219,-0.037918,1.192968,27.474744
855,0,18,-0.432236,0.001490,1.173126,27.474744
855,0,19,-0.398612,0.000879,1.179348,27.474744
855,0,20,-0.364955,-0.001264,1.183474,27.474744
855,0,21,-0.331202,-0.002603,1.188420,27.474744
855,0,22,-0.297811,-0.004387,1.192571,27.474744
860,0,2,-0.360367,-0.105550,1.195728,27.635415
860,0,3,-0.327140,-0.106689,1.201509,27.635415
860,0,4,-0.293319,-0.108078,1.206737,27.635415
860,0,5,-0.259456,-0.109810,1.207732,27.635415
860,0,8,-0.358909,-0.071610,1.195026,27.635415
860,0,9,-0.325029,-0.073188,1.200743,27.635415
860,0,10,-0.291720,-0.074182,1.205515,27.635415
860,0,11,-0.257524,-0.076004,1.211836,27.635415
860,0,14,-0.356994,-0.037788,1.195576,27.635415
860,0,15,-0.323476,-0.038942,1.199500,27.635415
860,0,16,-0.289839,-0.040559,1.205270,27.635415
860,0,17,-0.256479,-0.041545,1.209512,27.635415
860,0,18,-0.422617,-0.001482,1.183986,27.635415
860,0,19,-0.388898,-0.002588,1.189501,27.635415
860,0,20,-0.355487,-0.003984,1.194560,27.635415
860,0,21,-0.321869,-0.005095,1.199291,27.635415
860,0,22,-0.288623,-0.006712,1.206409,27.635415
860,0,23,-0.254375,-0.008296,1.208803,27.635415
865,0,2,-0.341477,-0.106397,1.202806,27.796086
865,0,3,-0.308000,-0.107568,1.208855,27.796086
865,0,4,-0.274018,-0.109140,1.214553,27.796086
865,0,5,-0.241139,-0.110330,1.219553,27.796086
865,0,8,-0.339518,-0.072369,1.202103,27.796086
865,0,9,-0.305963,-0.073926,1.207977,27.796086
865,0,10,-0.272659,-0.074986,1.211189,27.796086
865,0,11,-0.239119,-0.076271,1.217562,27.796086
865,0,15,-0.304397,-0.039813,1.206622,27.796086
865,0,16,-0.270781,-0.041184,1.211871,27.796086
865,0,17,-0.237243,-0.042525,1.217566,27.796086
865,0,21,-0.302565,-0.006099,1.205506,27.796086
865,0,22,-0.269345,-0.007585,1.211205,27.796086
865,0,23,-0.235572,-0.008630,1.214932,27.796086
880,0,2,-0.245187,-0.111361,1.221415,28.278099
880,0,3,-0.211500,-0.111415,1.223906,28.278099
880,0,4,-0.177425,-0.111653,1.224799,28.278099
880,0,5,-0.144252,-0.112010,1.227391,28.278099
880,0,6,-0.312182,-0.076464,1.214412,28.278099
880,0,7,-0.278360,-0.077307,1.217435,28.278099
880,0,8,-0.244737,-0.077321,1.219155,28.278099
880,0,9,-0.210731,-0.077576,1.221021,28.278099
880,0,10,-0.177273,-0.078094,1.223542,28.278099
880,0,11,-0.142952,-0.077955,1.225671,28.278099
880,0,12,-0.312238,-0.042851,1.211167,28.278099
880,0,13,-0.277944,-0.043177,1.215239,28.278099
880,0,14,-0.244081,-0.043375,1.217222,28.278099
880,0,15,-0.210208,-0.043578,1.219410,28.278099
880,0,16,-0.176408,-0.043756,1.220912,28.278099
880,0,18,-0.311723,-0.009548,1.210016,28.278099
880,0,19,-0.277552,-0.009327,1.212067,28.278099
880,0,20,-0.243804,-0.009728,1.213901,28.278099
880,0,21,-0.209715,-0.009755,1.216881,28.278099
880,0,22,-0.176504,-0.010391,1.218505,28.278099
965,0,0,-0.254822,-0.094794,1.253806,31.009507
965,0,1,-0.221292,-0.098222,1.247144,31.009507
965,0,2,-0.188311,-0.100755,1.239547,31.009507
965,0,3,-0.155259,-0.103937,1.232250,31.009507
965,0,4,-0.121773,-0.106754,1.225440,31.009507
965,0,5,-0.089130,-0.109632,1.218056,31.009507
965,0,6,-0.251881,-0.061474,1.251222,31.009507
965,0,7,-0.218488,-0.064488,1.244509,31.009507
965,0,8,-0.185104,-0.067153,1.238759,31.009507
965,0,9,-0.152677,-0.069915,1.230144,31.009507
965,0,10,-0.119524,-0.073209,1.223679,31.009507
965,0,11,-0.085883,-0.076112,1.216835,31.009507
965,0,12,-0.249124,-0.027501,1.249442,31.009507
965,0,13,-0.215843,-0.030551,1.243407,31.009507
965,0,15,-0.149494,-0.036323,1.228388,31.009507
965,0,16,-0.116657,-0.039182,1.221269,31.009507
965,0,17,-0.083724,-0.042143,1.213681,31.009507
965,0,20,-0.180424,-0.000240,1.233764,31.009507
965,0,21,-0.147156,-0.002627,1.225826,31.009507
965,0,22,-0.113769,-0.005642,1.220881,31.009507
965,0,23,-0.081142,-0.008269,1.211946,31.009507
970,0,2,-0.177972,-0.100852,1.240133,31.170178
970,0,5,-0.078572,-0.106758,1.219374,31.170178
970,0,6,-0.242875,-0.062885,1.249680,31.170178
970,0,7,-0.209323,-0.065431,1.244242,31.170178
970,0,8,-0.176187,-0.067045,1.237711,31.170178
970,0,11,-0.076636,-0.073366,1.217522,31.170178
970,0,12,-0.239963,-0.029049,1.250836,31.170178
970,0,15,-0.141258,-0.035441,1.229602,31.170178
970,0,16,-0.107914,-0.037255,1.222537,31.170178
970,0,17,-0.074956,-0.039183,1.215403,31.170178
970,0,18,-0.239032,0.004557,1.247185,31.170178
970,0,21,-0.139043,-0.001694,1.227374,31.170178
975,0,0,-0.232762,-0.095697,1.255508,31.330849
975,0,1,-0.198802,-0.097376,1.249351,31.330849
975,0,2,-0.164975,-0.098541,1.245178,31.330849
975,0,3,-0.131541,-0.099773,1.238346,31.330849
975,0,4,-0.098326,-0.100641,1.231591,31.330849
975,0,5,-0.064856,-0.102617,1.226742,31.330849
975,0,6,-0.230841,-0.062326,1.254960,31.330849
975,0,7,-0.197343,-0.063874,1.248403,31.330849
975,0,8,-0.164100,-0.064868,1.242261,31.330849
975,0,10,-0.096886,-0.066978,1.230371,31.330849
975,0,11,-0.063588,-0.068362,1.224210,31.330849
975,0,13,-0.196350,-0.029620,1.247106,31.330849
975,0,14,-0.162622,-0.031056,1.241065,31.330849
975,0,15,-0.129320,-0.031958,1.234674,31.330849
975,0,16,-0.095911,-0.032941,1.228960,31.330849
975,0,17,-0.062620,-0.034297,1.221875,31.330849
975,0,18,-0.228584,0.005489,1.251871,31.330849
975,0,19,-0.194857,0.004188,1.246280,31.330849
975,0,20,-0.161778,0.002738,1.240768,31.330849
975,0,21,-0.128283,0.001945,1.233326,31.330849
975,0,22,-0.094895,0.000741,1.227351,31.330849
975,0,23,-0.061680,-0.000693,1.219534,31.330849
980,0,1,-0.187937,-0.092040,1.241096,31.491520
980,0,2,-0.154526,-0.092834,1.235007,31.491520
980,0,3,-0.121476,-0.093980,1.227782,31.491520
980,0,4,-0.088004,-0.094561,1.221494,31.491520
980,0,5,-0.054761,-0.095738,1.215513,31.491520
980,0,7,-0.187001,-0.058265,1.239436,31.491520
980,0,8,-0.153394,-0.059032,1.234268,31.491520
980,0,9,-0.120193,-0.059958,1.227049,31.491520
980,0,10,-0.087260,-0.061060,1.220517,31.491520
980,0,11,-0.053599,-0.061885,1.214152,31.491520
980,0,12,-0.219890,-0.023266,1.243523,31.491520
980,0,13,-0.186287,-0.024566,1.238584,31.491520
980,0,14,-0.152549,-0.025353,1.232908,31.491520
980,0,15,-0.119490,-0.026110,1.225718,31.491520
980,0,16,-0.086193,-0.027011,1.219274,31.491520
980,0,17,-0.052834,-0.027622,1.213542,31.491520
980,0,18,-0.219004,0.010043,1.243805,31.491520
980,0,19,-0.185207,0.009405,1.238161,31.491520
980,0,20,-0.152161,0.008597,1.230356,31.491520
980,0,21,-0.118466,0.007708,1.225358,31.491520
980,0,22,-0.085685,0.006645,1.217774,31.491520
980,0,23,-0.052364,0.006106,1.211420,31.491520
985,0,0,-0.214497,-0.089949,1.246404,31.652191
985,0,1,-0.180713,-0.090945,1.241126,31.652191
985,0,2,-0.147352,-0.091236,1.234678,31.652191
985,0,5,-0.047336,-0.092598,1.216087,31.652191
985,0,8,-0.146473,-0.057362,1.234131,31.652191
985,0,11,-0.046567,-0.059216,1.214972,31.652191
985,0,14,-0.145994,-0.023685,1.233597,31.652191
985,0,15,-0.113023,-0.024282,1.225857,31.652191
985,0,16,-0.079433,-0.024611,1.220290,31.652191
985,0,17,-0.046159,-0.025071,1.213555,31.652191
985,0,20,-0.146172,0.009795,1.230889,31.652191
985,0,21,-0.112280,0.009410,1.224484,31.652191
985,0,22,-0.079180,0.009379,1.218307,31.652191
985,0,23,-0.045838,0.008733,1.211939,31.652191
990,0,0,-0.211191,-0.088063,1.246154,31.812862
990,0,1,-0.177604,-0.088507,1.240399,31.812862
990,0,4,-0.077469,-0.089774,1.221997,31.812862
990,0,5,-0.043761,-0.090292,1.217753,31.812862
990,0,6,-0.210574,-0.053978,1.245152,31.812862
990,0,7,-0.177101,-0.054889,1.239231,31.812862
990,0,8,-0.143797,-0.054948,1.232905,31.812862
990,0,9,-0.110045,-0.055852,1.227851,31.812862
990,0,10,-0.077294,-0.056440,1.222138,31.812862
990,0,11,-0.043755,-0.056603,1.215587,31.812862
990,0,12,-0.210248,-0.020274,1.243735,31.812862
990,0,13,-0.176967,-0.020847,1.237773,31.812862
990,0,14,-0.142911,-0.021563,1.233686,31.812862
990,0,15,-0.110041,-0.021658,1.226077,31.812862
990,0,16,-0.076884,-0.022057,1.219978,31.812862
990,0,17,-0.043655,-0.022707,1.214003,31.812862
990,0,18,-0.210562,0.013122,1.242060,31.812862
990,0,19,-0.176399,0.013099,1.237261,31.812862
990,0,20,-0.143128,0.012463,1.231229,31.812862
990,0,21,-0.109640,0.012120,1.225137,31.812862
990,0,22,-0.076227,0.011836,1.219259,31.812862
990,0,23,-0.042954,0.011224,1.213506,31.812862
995,0,0,-0.210395,-0.091110,1.247766,31.973533
995,0,1,-0.176548,-0.091937,1.241244,31.973533
995,0,2,-0.142883,-0.092243,1.235573,31.973533
995,0,3,-0.109334,-0.092444,1.230482,31.973533
995,0,4,-0.075968,-0.092598,1.224604,31.973533
995,0,5,-0.042537,-0.093266,1.219899,31.973533
995,0,6,-0.209873,-0.057614,1.245812,31.973533
995,0,7,-0.176078,-0.058121,1.240172,31.973533
995,0,8,-0.142328,-0.058241,1.235353,31.973533
995,0,9,-0.109074,-0.058524,1.230097,31.973533
995,0,10,-0.075912,-0.059342,1.224346,31.973533
995,0,11,-0.042109,-0.059514,1.217824,31.973533
995,0,12,-0.209709,-0.023381,1.243323,31.973533
995,0,13,-0.175786,-0.024287,1.239372,31.973533
995,0,14,-0.142234,-0.024633,1.233891,31.973533
995,0,15,-0.108813,-0.024715,1.228013,31.973533
995,0,16,-0.075574,-0.025169,1.222399,31.973533
995,0,17,-0.042310,-0.025517,1.216710,31.973533
995,0,18,-0.209349,0.009855,1.243114,31.973533
995,0,19,-0.175436,0.009624,1.238835,31.973533
995,0,20,-0.142397,0.008891,1.232588,31.973533
995,0,21,-0.108577,0.008868,1.226869,31.973533
995,0,22,-0.075488,0.008550,1.221014,31.973533
995,0,23,-0.041698,0.007971,1.214834,31.973533
1000,0,0,-0.213662,-0.093891,1.251278,32.134204
1000,0,1,-0.179816,-0.094340,1.246749,32.134204
1000,0,2,-0.145967,-0.094716,1.241919,32.134204
1000,0,3,-0.112421,-0.094353,1.236878,32.134204
1000,0,4,-0.079060,-0.094667,1.232339,32.134204
1000,0,5,-0.045442,-0.095493,1.228356,32.134204
1000,0,6,-0.213231,-0.059898,1.250403,32.134204
1000,0,7,-0.179429,-0.060628,1.245352,32.134204
1000,0,8,-0.145962,-0.060861,1.241626,32.134204
1000,0,9,-0.112429,-0.060730,1.236566,32.134204
1000,0,10,-0.078901,-0.061150,1.230967,32.134204
1000,0,11,-0.044836,-0.061657,1.226273,32.134204
1000,0,12,-0.213403,-0.026079,1.248576,32.134204
1000,0,13,-0.179614,-0.026592,1.244198,32.134204
1000,0,14,-0.145370,-0.027043,1.240241,32.134204
1000,0,15,-0.112361,-0.027086,1.234440,32.134204
1000,0,16,-0.078618,-0.027252,1.229829,32.134204
1000,0,17,-0.045252,-0.027324,1.224745,32.134204
1000,0,18,-0.213144,0.007214,1.248367,32.134204
1000,0,19,-0.179230,0.007319,1.242936,32.134204
1000,0,20,-0.145576,0.007091,1.238913,32.134204
1000,0,21,-0.112367,0.006935,1.232570,32.134204
1000,0,22,-0.078940,0.006519,1.228363,32.134204
1000,0,23,-0.045098,0.006521,1.223348,32.134204
1005,0,0,-0.220032,-0.093984,1.258928,32.294875
1005,0,1,-0.185967,-0.094125,1.255843,32.294875
1005,0,2,-0.152124,-0.094187,1.252003,32.294875
1005,0,3,-0.118436,-0.094184,1.248163,32.294875
1005,0,4,-0.084558,-0.094312,1.243702,32.294875
1005,0,5,-0.051086,-0.094296,1.239790,32.294875
1005,0,6,-0.219775,-0.060240,1.258117,32.294875
1005,0,7,-0.185978,-0.060462,1.254214,32.294875
1005,0,8,-0.152216,-0.060221,1.250608,32.294875
1005,0,9,-0.118637,-0.060267,1.246558,32.294875
1005,0,10,-0.084836,-0.060303,1.242401,32.294875
1005,0,11,-0.051228,-0.060425,1.237717,32.294875
1005,0,12,-0.220202,-0.026251,1.256698,32.294875
1005,0,13,-0.186308,-0.026595,1.252906,32.294875
1005,0,14,-0.152357,-0.026309,1.250222,32.294875
1005,0,15,-0.118766,-0.026428,1.245238,32.294875
1005,0,16,-0.085081,-0.026442,1.240763,32.294875
1005,0,17,-0.051481,-0.026579,1.236938,32.294875
1005,0,18,-0.220187,0.007060,1.256294,32.294875
1005,0,19,-0.186106,0.007453,1.252698,32.294875
1005,0,20,-0.152685,0.007224,1.247608,32.294875
1005,0,21,-0.118891,0.007663,1.243845,32.294875
1005,0,22,-0.085303,0.007252,1.239853,32.294875
1005,0,23,-0.051362,0.007216,1.235323,32.294875
1010,0,0,-0.225645,-0.094747,1.273835,32.455546
1010,0,1,-0.191383,-0.094930,1.271082,32.455546
1010,0,2,-0.157866,-0.094192,1.266215,32.455546
1010,0,3,-0.123869,-0.094224,1.263137,32.455546
1010,0,4,-0.090154,-0.093979,1.257127,32.455546
1010,0,5,-0.057031,-0.094022,1.254195,32.455546
1010,0,6,-0.225389,-0.060978,1.273986,32.455546
1010,0,7,-0.191907,-0.060891,1.268643,32.455546
1010,0,10,-0.091036,-0.059827,1.256086,32.455546
1010,0,11,-0.056977,-0.059756,1.251717,32.455546
1010,0,12,-0.226433,-0.027120,1.270968,32.455546
1010,0,13,-0.192401,-0.027213,1.267673,32.455546
1010,0,16,-0.091136,-0.025961,1.255283,32.455546
1010,0,17,-0.057587,-0.025726,1.250703,32.455546
1010,0,18,-0.226553,0.006449,1.270169,32.455546
1010,0,19,-0.192605,0.006723,1.266027,32.455546
1010,0,20,-0.159027,0.006928,1.262440,32.455546
1010,0,21,-0.125185,0.007462,1.257891,32.455546
1010,0,22,-0.091593,0.007738,1.253664,32.455546
1010,0,23,-0.057631,0.007857,1.249398,32.455546
1015,0,0,-0.233935,-0.092762,1.287902,32.616217
1015,0,1,-0.199880,-0.093166,1.284592,32.616217
1015,0,2,-0.165964,-0.092523,1.281388,32.616217
1015,0,6,-0.233442,-0.059279,1.287172,32.616217
1015,0,7,-0.199649,-0.059279,1.282517,32.616217
1015,0,12,-0.233957,-0.025145,1.285076,32.616217
1015,0,13,-0.200211,-0.025148,1.280594,32.616217
1015,0,16,-0.098624,-0.024691,1.270277,32.616217
1015,0,17,-0.064844,-0.024409,1.267017,32.616217
1015,0,18,-0.234050,0.008579,1.283466,32.616217
1015,0,19,-0.200274,0.008592,1.280222,32.616217
1015,0,20,-0.167007,0.008196,1.276934,32.616217
1015,0,21,-0.132917,0.008868,1.272645,32.616217
1015,0,22,-0.099556,0.008861,1.268604,32.616217
1015,0,23,-0.065142,0.009128,1.264582,32.616217
1020,0,0,-0.247235,-0.087141,1.301276,32.776888
1020,0,3,-0.144920,-0.088587,1.293816,32.776888
1020,0,4,-0.110960,-0.089271,1.290477,32.776888
1020,0,5,-0.077298,-0.089288,1.287839,32.776888
1020,0,6,-0.245988,-0.053426,1.300362,32.776888
1020,0,9,-0.144835,-0.054658,1.292775,32.776888
1020,0,10,-0.110939,-0.055423,1.290134,32.776888
1020,0,11,-0.076562,-0.055859,1.286812,32.776888
1020,0,12,-0.246568,-0.019185,1.298860,32.776888
1020,0,13,-0.212039,-0.020104,1.296041,32.776888
1020,0,14,-0.177881,-0.020775,1.294013,32.776888
1020,0,15,-0.144119,-0.020726,1.291725,32.776888
1020,0,16,-0.110533,-0.021299,1.287742,32.776888
1020,0,18,-0.245705,0.014091,1.297097,32.776888
1020,0,19,-0.211719,0.013776,1.294569,32.776888
1020,0,20,-0.178178,0.013081,1.292217,32.776888
1020,0,21,-0.144065,0.013121,1.289408,32.776888
1020,0,22,-0.110420,0.012291,1.287665,32.776888
1025,0,0,-0.254645,-0.084471,1.320883,32.937559
1025,0,1,-0.220783,-0.085440,1.319724,32.937559
1025,0,2,-0.186786,-0.085403,1.317228,32.937559
1025,0,3,-0.152759,-0.086504,1.315810,32.937559
1025,0,4,-0.118539,-0.086746,1.313671,32.937559
1025,0,5,-0.085036,-0.087296,1.309688,32.937559
1025,0,6,-0.253724,-0.050534,1.319598,32.937559
1025,0,7,-0.220017,-0.051292,1.319189,32.937559
1025,0,10,-0.117931,-0.052548,1.311792,32.937559
1025,0,11,-0.084264,-0.053447,1.309451,32.937559
1025,0,12,-0.253325,-0.016602,1.320180,32.937559
1025,0,13,-0.219407,-0.017343,1.317788,32.937559
1025,0,16,-0.117545,-0.018773,1.311420,32.937559
1025,0,17,-0.083967,-0.019290,1.308382,32.937559
1025,0,18,-0.252985,0.016906,1.320336,32.937559
1025,0,19,-0.218811,0.016755,1.317258,32.937559
1025,0,20,-0.185331,0.015347,1.315489,32.937559
1025,0,21,-0.150721,0.015524,1.313209,32.937559
1025,0,22,-0.117168,0.015003,1.310732,32.937559
1025,0,23,-0.083239,0.014362,1.307483,32.937559
1030,0,0,-0.256118,-0.081819,1.339514,33.098230
1030,0,3,-0.153478,-0.084011,1.337826,33.098230
1030,0,4,-0.119564,-0.084723,1.336483,33.098230
1030,0,5,-0.085545,-0.085316,1.336347,33.098230
1030,0,6,-0.254675,-0.048379,1.338501,33.098230
1030,0,9,-0.152849,-0.050187,1.336284,33.098230
1030,0,10,-0.118827,-0.050965,1.336193,33.098230
1030,0,11,-0.084510,-0.051902,1.334315,33.098230
1030,0,13,-0.220287,-0.015249,1.337393,33.098230
1030,0,14,-0.186463,-0.015708,1.335678,33.098230
1030,0,15,-0.152217,-0.016393,1.335595,33.098230
1030,0,16,-0.118108,-0.016900,1.335190,33.098230
1030,0,17,-0.084269,-0.017445,1.334222,33.098230
1030,0,19,-0.219412,0.018793,1.337173,33.098230
1030,0,20,-0.185864,0.017502,1.336534,33.098230
1030,0,21,-0.151283,0.017471,1.335039,33.098230
1030,0,22,-0.117518,0.016726,1.335599,33.098230
1030,0,23,-0.083272,0.015750,1.332102,33.098230
1035,0,0,-0.247435,-0.085086,1.360270,33.258901
1035,0,1,-0.212997,-0.086371,1.360542,33.258901
1035,0,5,-0.076732,-0.089934,1.362414,33.258901
1035,0,11,-0.075839,-0.056498,1.359433,33.258901
1035,0,16,-0.108916,-0.021153,1.358520,33.258901
1035,0,17,-0.074901,-0.022235,1.358512,33.258901
1035,0,18,-0.243987,0.016142,1.355770,33.258901
1035,0,19,-0.209654,0.015334,1.356301,33.258901
1035,0,22,-0.108632,0.011903,1.356599,33.258901
1035,0,23,-0.073995,0.011288,1.355779,33.258901
1040,0,2,-0.168230,-0.089501,1.386717,33.419572
1040,0,3,-0.134037,-0.091144,1.385981,33.419572
1040,0,4,-0.100044,-0.092963,1.387193,33.419572
1040,0,5,-0.065750,-0.094192,1.388143,33.419572
1040,0,6,-0.234286,-0.052605,1.382167,33.419572
1040,0,7,-0.199913,-0.054760,1.382423,33.419572
1040,0,8,-0.166088,-0.055604,1.383789,33.419572
1040,0,9,-0.132371,-0.057572,1.383128,33.419572
1040,0,10,-0.098580,-0.059179,1.385120,33.419572
1040,0,11,-0.064386,-0.061024,1.384403,33.419572
1040,0,12,-0.233013,-0.018277,1.380655,33.419572
1040,0,13,-0.198684,-0.020399,1.380436,33.419572
1040,0,14,-0.164677,-0.021901,1.380883,33.419572
1040,0,15,-0.130711,-0.023547,1.381637,33.419572
1040,0,16,-0.096831,-0.025146,1.381655,33.419572
1040,0,17,-0.062848,-0.026786,1.382933,33.419572
1040,0,18,-0.230770,0.015151,1.380065,33.419572
1040,0,19,-0.196821,0.013528,1.378511,33.419572
1040,0,20,-0.163317,0.011310,1.379035,33.419572
1040,0,21,-0.128630,0.010231,1.379531,33.419572
1040,0,22,-0.095447,0.008262,1.379844,33.419572
1040,0,23,-0.061084,0.006620,1.378838,33.419572
1045,0,0,-0.231335,-0.085048,1.408758,33.580243
1045,0,3,-0.128738,-0.090895,1.413114,33.580243
1045,0,4,-0.094828,-0.092861,1.414399,33.580243
1045,0,5,-0.061114,-0.094779,1.414138,33.580243
1045,0,6,-0.228763,-0.051285,1.407377,33.580243
1045,0,9,-0.126527,-0.057458,1.410237,33.580243
1045,0,10,-0.092962,-0.059048,1.411655,33.580243
1045,0,11,-0.058990,-0.061301,1.410551,33.580243
1045,0,15,-0.125075,-0.023364,1.406810,33.580243
1045,0,16,-0.091297,-0.025146,1.407924,33.580243
1045,0,17,-0.057119,-0.026926,1.408687,33.580243
1045,0,21,-0.123145,0.010704,1.404110,33.580243
1045,0,22,-0.089722,0.007852,1.406720,33.580243
1045,0,23,-0.054909,0.006016,1.405344,33.580243
1050,0,0,-0.229597,-0.085709,1.433755,33.740914
1050,0,1,-0.195430,-0.088046,1.435264,33.740914
1050,0,8,-0.159096,-0.055720,1.434575,33.740914
1050,0,9,-0.125151,-0.057542,1.436169,33.740914
1050,0,10,-0.091057,-0.059263,1.436705,33.740914
1050,0,15,-0.123125,-0.023760,1.432490,33.740914
1050,0,16,-0.089357,-0.025387,1.433468,33.740914
1050,0,17,-0.055158,-0.027101,1.435685,33.740914
1050,0,18,-0.223126,0.015273,1.423964,33.740914
1050,0,21,-0.121477,0.010206,1.428369,33.740914
1055,0,2,-0.156941,-0.090905,1.457881,33.901585
1055,0,3,-0.123078,-0.092455,1.458833,33.901585
1055,0,4,-0.089472,-0.093900,1.460294,33.901585
1055,0,5,-0.055228,-0.096156,1.462754,33.901585
