sync_index,cam_id,frame_index,frame_time,object_id,keypoint_id,img_loc_x,img_loc_y,obj_loc_x,obj_loc_y,obj_loc_z
880,0,880,28.278099,0,11,403.295959,314.605957,0.204000,0.068000,0.000000
880,0,880,28.278099,0,12,203.711899,353.541290,0.034000,0.102000,0.000000
880,0,880,28.278099,0,13,245.440262,353.254547,0.068000,0.102000,0.000000
880,0,880,28.278099,0,14,285.326294,353.151031,0.102000,0.102000,0.000000
880,0,880,28.278099,0,15,325.139191,353.447998,0.136000,0.102000,0.000000
880,0,880,28.278099,0,16,364.188263,353.418640,0.170000,0.102000,0.000000
880,0,880,28.278099,0,18,204.565109,391.485260,0.034000,0.136000,0.000000
880,0,880,28.278099,0,19,245.196152,392.508881,0.068000,0.136000,0.000000
880,0,880,28.278099,0,20,284.992981,391.270386,0.102000,0.136000,0.000000
880,0,880,28.278099,0,21,325.489197,391.519714,0.136000,0.136000,0.000000
880,0,880,28.278099,0,22,363.729828,390.786163,0.170000,0.136000,0.000000
880,1,880,28.278099,0,2,1423.056152,447.896759,0.102000,0.034000,0.000000
880,1,880,28.278099,0,3,1461.007080,450.254089,0.136000,0.034000,0.000000
880,1,880,28.278099,0,4,1499.884521,452.483582,0.170000,0.034000,0.000000
880,1,880,28.278099,0,5,1535.881104,455.142273,0.204000,0.034000,0.000000
880,1,880,28.278099,0,6,1343.909424,486.842377,0.034000,0.068000,0.000000
880,1,880,28.278099,0,7,1382.763916,488.597198,0.068000,0.068000,0.000000
880,1,880,28.278099,0,8,1421.688354,490.516144,0.102000,0.068000,0.000000
880,1,880,28.278099,0,9,1460.430908,492.825195,0.136000,0.068000,0.000000
880,1,880,28.278099,0,10,1497.560059,494.070618,0.170000,0.068000,0.000000
880,1,880,28.278099,0,11,1535.307983,497.053589,0.204000,0.068000,0.000000
880,1,880,28.278099,0,12,1342.346924,529.584229,0.034000,0.102000,0.000000
880,1,880,28.278099,0,13,1381.346680,531.449158,0.068000,0.102000,0.000000
880,1,880,28.278099,0,14,1420.339966,533.640076,0.102000,0.102000,0.000000
880,1,880,28.278099,0,15,1458.820068,535.369019,0.136000,0.102000,0.000000
880,1,880,28.278099,0,16,1496.958008,537.472534,0.170000,0.102000,0.000000
880,1,880,28.278099,0,18,1340.444702,572.216858,0.034000,0.136000,0.000000
880,1,880,28.278099,0,19,1380.431763,574.275818,0.068000,0.136000,0.000000
880,1,880,28.278099,0,20,1419.286987,576.665527,0.102000,0.136000,0.000000
880,1,880,28.278099,0,21,1457.597168,578.349243,0.136000,0.136000,0.000000
880,1,880,28.278099,0,22,1495.012695,579.407715,0.170000,0.136000,0.000000
965,0,965,31.009507,0,0,281.479370,297.369263,0.034000,0.034000,0.000000
965,0,965,31.009507,0,1,317.881073,293.217285,0.068000,0.034000,0.000000
965,0,965,31.009507,0,2,353.597229,290.300720,0.102000,0.034000,0.000000
965,0,965,31.009507,0,3,389.964752,285.603241,0.136000,0.034000,0.000000
965,0,965,31.009507,0,4,427.267517,282.078766,0.170000,0.034000,0.000000
965,0,965,31.009507,0,5,463.596924,278.233612,0.204000,0.034000,0.000000
965,0,965,31.009507,0,6,284.580750,333.925873,0.034000,0.068000,0.000000
965,0,965,31.009507,0,7,320.820953,331.002502,0.068000,0.068000,0.000000
965,0,965,31.009507,0,8,357.476837,327.769867,0.102000,0.068000,0.000000
965,0,965,31.009507,0,9,392.748718,324.406067,0.136000,0.068000,0.000000
965,0,965,31.009507,0,10,429.616364,320.118622,0.170000,0.068000,0.000000
965,0,965,31.009507,0,11,467.525757,316.254303,0.204000,0.068000,0.000000
965,0,965,31.009507,0,12,287.415649,372.740326,0.034000,0.102000,0.000000
965,0,965,31.009507,0,13,323.803284,368.736237,0.068000,0.102000,0.000000
965,0,965,31.009507,0,15,396.441620,362.148926,0.136000,0.102000,0.000000
965,0,965,31.009507,0,16,432.821228,358.858582,0.170000,0.102000,0.000000
965,0,965,31.009507,0,17,469.752655,355.354858,0.204000,0.102000,0.000000
965,0,965,31.009507,0,20,362.217224,402.463654,0.102000,0.136000,0.000000
965,0,965,31.009507,0,21,398.834991,400.322906,0.136000,0.136000,0.000000
965,0,965,31.009507,0,22,436.201324,396.854187,0.170000,0.136000,0.000000
965,0,965,31.009507,0,23,472.660492,394.148865,0.204000,0.136000,0.000000
965,1,965,31.009507,0,0,1391.416382,466.190552,0.034000,0.034000,0.000000
965,1,965,31.009507,0,1,1434.280273,464.758820,0.068000,0.034000,0.000000
965,1,965,31.009507,0,2,1476.915771,464.275055,0.102000,0.034000,0.000000
965,1,965,31.009507,0,3,1519.419189,463.703857,0.136000,0.034000,0.000000
965,1,965,31.009507,0,4,1562.280273,462.885590,0.170000,0.034000,0.000000
